"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"3157609";"Santa Fé de Minas (MG)";"Total";"55,21"
"3157658";"Santa Helena de Minas (MG)";"Total";"66,52"
"3157708";"Santa Juliana (MG)";"Total";"85,83"
"3157807";"Santa Luzia (MG)";"Total";"99,76"
"3157906";"Santa Margarida (MG)";"Total";"52,59"
"3158003";"Santa Maria de Itabira (MG)";"Total";"60,29"
"3158102";"Santa Maria do Salto (MG)";"Total";"72,06"
"3158201";"Santa Maria do Suaçuí (MG)";"Total";"77,08"
"3158300";"Santana da Vargem (MG)";"Total";"74,92"
"3158409";"Santana de Cataguases (MG)";"Total";"80,53"
"3158508";"Santana de Pirapama (MG)";"Total";"39,44"
"3158607";"Santana do Deserto (MG)";"Total";"39,04"
"3158706";"Santana do Garambéu (MG)";"Total";"75,42"
"3158805";"Santana do Jacaré (MG)";"Total";"96,34"
"3158904";"Santana do Manhuaçu (MG)";"Total";"50,33"
"3158953";"Santana do Paraíso (MG)";"Total";"92,50"
"3159001";"Santana do Riacho (MG)";"Total";"56,57"
"3159100";"Santana dos Montes (MG)";"Total";"60,79"
"3159209";"Santa Rita de Caldas (MG)";"Total";"63,99"
"3159308";"Santa Rita de Jacutinga (MG)";"Total";"76,74"
"3159357";"Santa Rita de Minas (MG)";"Total";"74,78"
"3159407";"Santa Rita de Ibitipoca (MG)";"Total";"63,90"
"3159506";"Santa Rita do Itueto (MG)";"Total";"40,68"
"3159605";"Santa Rita do Sapucaí (MG)";"Total";"86,55"
"3159704";"Santa Rosa da Serra (MG)";"Total";"60,66"
"3159803";"Santa Vitória (MG)";"Total";"82,06"
"3159902";"Santo Antônio do Amparo (MG)";"Total";"87,06"
"3160009";"Santo Antônio do Aventureiro (MG)";"Total";"68,85"
"3160108";"Santo Antônio do Grama (MG)";"Total";"83,28"
"3160207";"Santo Antônio do Itambé (MG)";"Total";"32,00"
"3160306";"Santo Antônio do Jacinto (MG)";"Total";"53,72"
"3160405";"Santo Antônio do Monte (MG)";"Total";"84,63"
"3160454";"Santo Antônio do Retiro (MG)";"Total";"25,08"
"3160504";"Santo Antônio do Rio Abaixo (MG)";"Total";"52,44"
"3160603";"Santo Hipólito (MG)";"Total";"71,53"
"3160702";"Santos Dumont (MG)";"Total";"89,69"
"3160801";"São Bento Abade (MG)";"Total";"92,31"
"3160900";"São Brás do Suaçuí (MG)";"Total";"89,85"
"3160959";"São Domingos das Dores (MG)";"Total";"49,39"
"3161007";"São Domingos do Prata (MG)";"Total";"60,68"
"3161056";"São Félix de Minas (MG)";"Total";"63,06"
"3161106";"São Francisco (MG)";"Total";"65,22"
"3161205";"São Francisco de Paula (MG)";"Total";"70,85"
"3161304";"São Francisco de Sales (MG)";"Total";"76,14"
"3161403";"São Francisco do Glória (MG)";"Total";"62,70"
"3161502";"São Geraldo (MG)";"Total";"71,93"
"3161601";"São Geraldo da Piedade (MG)";"Total";"26,15"
"3161650";"São Geraldo do Baixio (MG)";"Total";"70,13"
"3161700";"São Gonçalo do Abaeté (MG)";"Total";"66,95"
"3161809";"São Gonçalo do Pará (MG)";"Total";"75,87"
"3161908";"São Gonçalo do Rio Abaixo (MG)";"Total";"47,89"
"3162005";"São Gonçalo do Sapucaí (MG)";"Total";"82,96"
"3162104";"São Gotardo (MG)";"Total";"93,71"
"3162203";"São João Batista do Glória (MG)";"Total";"81,84"
"3162252";"São João da Lagoa (MG)";"Total";"49,10"
"3162302";"São João da Mata (MG)";"Total";"65,01"
"3162401";"São João da Ponte (MG)";"Total";"35,68"
"3162450";"São João das Missões (MG)";"Total";"24,28"
"3162500";"São João del Rei (MG)";"Total";"94,99"
"3162559";"São João do Manhuaçu (MG)";"Total";"49,28"
"3162575";"São João do Manteninha (MG)";"Total";"58,80"
"3162609";"São João do Oriente (MG)";"Total";"81,42"
"3162658";"São João do Pacuí (MG)";"Total";"47,64"
"3162708";"São João do Paraíso (MG)";"Total";"48,71"
"3162807";"São João Evangelista (MG)";"Total";"66,83"
"3162906";"São João Nepomuceno (MG)";"Total";"94,87"
"3162922";"São Joaquim de Bicas (MG)";"Total";"78,73"
"3162948";"São José da Barra (MG)";"Total";"73,33"
"3162955";"São José da Lapa (MG)";"Total";"58,03"
"3163003";"São José da Safira (MG)";"Total";"72,40"
"3163102";"São José da Varginha (MG)";"Total";"57,70"
"3163201";"São José do Alegre (MG)";"Total";"72,00"
"3163300";"São José do Divino (MG)";"Total";"73,26"
"3163409";"São José do Goiabal (MG)";"Total";"66,32"
"3163508";"São José do Jacuri (MG)";"Total";"33,08"
"3163607";"São José do Mantimento (MG)";"Total";"58,50"
"3163706";"São Lourenço (MG)";"Total";"100,00"
"3163805";"São Miguel do Anta (MG)";"Total";"56,32"
"3163904";"São Pedro da União (MG)";"Total";"56,29"
"3164001";"São Pedro dos Ferros (MG)";"Total";"82,34"
"3164100";"São Pedro do Suaçuí (MG)";"Total";"42,59"
"3164209";"São Romão (MG)";"Total";"65,25"
"3164308";"São Roque de Minas (MG)";"Total";"65,27"
"3164407";"São Sebastião da Bela Vista (MG)";"Total";"58,68"
"3164431";"São Sebastião da Vargem Alegre (MG)";"Total";"58,15"
"3164472";"São Sebastião do Anta (MG)";"Total";"74,53"
"3164506";"São Sebastião do Maranhão (MG)";"Total";"33,22"
"3164605";"São Sebastião do Oeste (MG)";"Total";"52,87"
"3164704";"São Sebastião do Paraíso (MG)";"Total";"92,74"
"3164803";"São Sebastião do Rio Preto (MG)";"Total";"57,48"
"3164902";"São Sebastião do Rio Verde (MG)";"Total";"62,46"
"3165008";"São Tiago (MG)";"Total";"80,52"
"3165107";"São Tomás de Aquino (MG)";"Total";"79,03"
"3165206";"São Thomé das Letras (MG)";"Total";"58,17"
"3165305";"São Vicente de Minas (MG)";"Total";"89,43"
"3165404";"Sapucaí-Mirim (MG)";"Total";"60,60"
"3165503";"Sardoá (MG)";"Total";"37,63"
"3165537";"Sarzedo (MG)";"Total";"98,94"
"3165552";"Setubinha (MG)";"Total";"29,25"
"3165560";"Sem-Peixe (MG)";"Total";"52,90"
"3165578";"Senador Amaral (MG)";"Total";"59,82"
"3165602";"Senador Cortes (MG)";"Total";"76,86"
"3165701";"Senador Firmino (MG)";"Total";"67,74"
"3165800";"Senador José Bento (MG)";"Total";"37,84"
"3165909";"Senador Modestino Gonçalves (MG)";"Total";"40,82"
"3166006";"Senhora de Oliveira (MG)";"Total";"59,74"
"3166105";"Senhora do Porto (MG)";"Total";"38,24"
"3166204";"Senhora dos Remédios (MG)";"Total";"37,08"
"3166303";"Sericita (MG)";"Total";"54,66"
"3166402";"Seritinga (MG)";"Total";"82,64"
"3166501";"Serra Azul de Minas (MG)";"Total";"44,90"
"3166600";"Serra da Saudade (MG)";"Total";"66,78"
"3166709";"Serra dos Aimorés (MG)";"Total";"81,38"
"3166808";"Serra do Salitre (MG)";"Total";"72,13"
"3166907";"Serrania (MG)";"Total";"87,97"
"3166956";"Serranópolis de Minas (MG)";"Total";"40,51"
"3167004";"Serranos (MG)";"Total";"80,31"
"3167103";"Serro (MG)";"Total";"64,82"
"3167202";"Sete Lagoas (MG)";"Total";"97,54"
"3167301";"Silveirânia (MG)";"Total";"66,03"
"3167400";"Silvianópolis (MG)";"Total";"60,97"
"3167509";"Simão Pereira (MG)";"Total";"60,26"
"3167608";"Simonésia (MG)";"Total";"42,25"
"3167707";"Sobrália (MG)";"Total";"71,12"
"3167806";"Soledade de Minas (MG)";"Total";"67,48"
"3167905";"Tabuleiro (MG)";"Total";"68,41"
"3168002";"Taiobeiras (MG)";"Total";"81,69"
"3168051";"Taparuba (MG)";"Total";"45,65"
"3168101";"Tapira (MG)";"Total";"67,00"
"3168200";"Tapiraí (MG)";"Total";"59,79"
"3168309";"Taquaraçu de Minas (MG)";"Total";"47,50"
"3168408";"Tarumirim (MG)";"Total";"57,44"
"3168507";"Teixeiras (MG)";"Total";"68,74"
"3168606";"Teófilo Otoni (MG)";"Total";"82,52"
"3168705";"Timóteo (MG)";"Total";"99,85"
"3168804";"Tiradentes (MG)";"Total";"77,59"
"3168903";"Tiros (MG)";"Total";"68,74"
"3169000";"Tocantins (MG)";"Total";"82,07"
"3169059";"Tocos do Moji (MG)";"Total";"28,19"
"3169109";"Toledo (MG)";"Total";"38,40"
"3169208";"Tombos (MG)";"Total";"82,04"
"3169307";"Três Corações (MG)";"Total";"91,77"
"3169356";"Três Marias (MG)";"Total";"93,79"
"3169406";"Três Pontas (MG)";"Total";"86,52"
"3169505";"Tumiritinga (MG)";"Total";"71,63"
"3169604";"Tupaciguara (MG)";"Total";"91,03"
"3169703";"Turmalina (MG)";"Total";"72,04"
"3169802";"Turvolândia (MG)";"Total";"62,91"
"3169901";"Ubá (MG)";"Total";"96,36"
"3170008";"Ubaí (MG)";"Total";"49,58"
"3170057";"Ubaporanga (MG)";"Total";"53,85"
"3170107";"Uberaba (MG)";"Total";"97,70"
"3170206";"Uberlândia (MG)";"Total";"97,44"
"3170305";"Umburatiba (MG)";"Total";"56,68"
"3170404";"Unaí (MG)";"Total";"80,72"
"3170438";"União de Minas (MG)";"Total";"60,97"
"3170479";"Uruana de Minas (MG)";"Total";"58,62"
"3170503";"Urucânia (MG)";"Total";"77,97"
"3170529";"Urucuia (MG)";"Total";"49,31"
"3170578";"Vargem Alegre (MG)";"Total";"75,07"
"3170602";"Vargem Bonita (MG)";"Total";"52,76"
"3170651";"Vargem Grande do Rio Pardo (MG)";"Total";"53,63"
"3170701";"Varginha (MG)";"Total";"96,95"
"3170750";"Varjão de Minas (MG)";"Total";"82,19"
"3170800";"Várzea da Palma (MG)";"Total";"86,51"
"3170909";"Varzelândia (MG)";"Total";"51,22"
"3171006";"Vazante (MG)";"Total";"80,96"
"3171030";"Verdelândia (MG)";"Total";"57,98"
"3171071";"Veredinha (MG)";"Total";"69,56"
"3171105";"Veríssimo (MG)";"Total";"59,31"
"3171154";"Vermelho Novo (MG)";"Total";"39,79"
"3171204";"Vespasiano (MG)";"Total";"100,00"
"3171303";"Viçosa (MG)";"Total";"93,62"
"3171402";"Vieiras (MG)";"Total";"52,41"
"3171501";"Mathias Lobato (MG)";"Total";"90,61"
"3171600";"Virgem da Lapa (MG)";"Total";"52,92"
"3171709";"Virgínia (MG)";"Total";"47,48"
"3171808";"Virginópolis (MG)";"Total";"59,40"
"3171907";"Virgolândia (MG)";"Total";"62,02"
"3172004";"Visconde do Rio Branco (MG)";"Total";"83,38"
"3172103";"Volta Grande (MG)";"Total";"77,07"
"3172202";"Wenceslau Braz (MG)";"Total";"48,53"
"3200102";"Afonso Cláudio (ES)";"Total";"53,90"
"3200136";"Águia Branca (ES)";"Total";"34,67"
"3200169";"Água Doce do Norte (ES)";"Total";"59,34"
"3200201";"Alegre (ES)";"Total";"72,23"
"3200300";"Alfredo Chaves (ES)";"Total";"48,54"
"3200359";"Alto Rio Novo (ES)";"Total";"60,23"
"3200409";"Anchieta (ES)";"Total";"76,67"
"3200508";"Apiacá (ES)";"Total";"72,12"
"3200607";"Aracruz (ES)";"Total";"88,13"
"3200706";"Atílio Vivácqua (ES)";"Total";"63,60"
"3200805";"Baixo Guandu (ES)";"Total";"77,61"
"3200904";"Barra de São Francisco (ES)";"Total";"66,76"
"3201001";"Boa Esperança (ES)";"Total";"72,79"
"3201100";"Bom Jesus do Norte (ES)";"Total";"92,63"
"3201159";"Brejetuba (ES)";"Total";"30,10"
"3201209";"Cachoeiro de Itapemirim (ES)";"Total";"92,07"
"3201308";"Cariacica (ES)";"Total";"96,92"
"3201407";"Castelo (ES)";"Total";"65,94"
"3201506";"Colatina (ES)";"Total";"88,32"
"3201605";"Conceição da Barra (ES)";"Total";"80,56"
"3201704";"Conceição do Castelo (ES)";"Total";"53,72"
"3201803";"Divino de São Lourenço (ES)";"Total";"41,02"
"3201902";"Domingos Martins (ES)";"Total";"26,46"
"3202009";"Dores do Rio Preto (ES)";"Total";"58,67"
"3202108";"Ecoporanga (ES)";"Total";"65,96"
"3202207";"Fundão (ES)";"Total";"84,60"
"3202256";"Governador Lindenberg (ES)";"Total";"41,48"
"3202306";"Guaçuí (ES)";"Total";"82,45"
"3202405";"Guarapari (ES)";"Total";"95,42"
"3202454";"Ibatiba (ES)";"Total";"62,44"
"3202504";"Ibiraçu (ES)";"Total";"75,71"
"3202553";"Ibitirama (ES)";"Total";"39,32"
"3202603";"Iconha (ES)";"Total";"59,20"
"3202652";"Irupi (ES)";"Total";"41,49"
"3202702";"Itaguaçu (ES)";"Total";"59,30"
"3202801";"Itapemirim (ES)";"Total";"62,07"
"3202900";"Itarana (ES)";"Total";"42,19"
"3203007";"Iúna (ES)";"Total";"60,05"
"3203056";"Jaguaré (ES)";"Total";"61,82"
"3203106";"Jerônimo Monteiro (ES)";"Total";"80,07"
"3203130";"João Neiva (ES)";"Total";"81,37"
"3203163";"Laranja da Terra (ES)";"Total";"35,01"
"3203205";"Linhares (ES)";"Total";"86,67"
"3203304";"Mantenópolis (ES)";"Total";"66,19"
"3203320";"Marataízes (ES)";"Total";"81,61"
"3203346";"Marechal Floriano (ES)";"Total";"53,72"
"3203353";"Marilândia (ES)";"Total";"52,01"
"3203403";"Mimoso do Sul (ES)";"Total";"65,07"
"3203502";"Montanha (ES)";"Total";"76,91"
"3203601";"Mucurici (ES)";"Total";"63,57"
"3203700";"Muniz Freire (ES)";"Total";"50,64"
"3203809";"Muqui (ES)";"Total";"66,17"
"3203908";"Nova Venécia (ES)";"Total";"68,07"
"3204005";"Pancas (ES)";"Total";"49,63"
"3204054";"Pedro Canário (ES)";"Total";"92,81"
"3204104";"Pinheiros (ES)";"Total";"79,82"
"3204203";"Piúma (ES)";"Total";"96,49"
"3204252";"Ponto Belo (ES)";"Total";"80,65"
"3204302";"Presidente Kennedy (ES)";"Total";"33,87"
"3204351";"Rio Bananal (ES)";"Total";"40,74"
"3204401";"Rio Novo do Sul (ES)";"Total";"53,13"
"3204500";"Santa Leopoldina (ES)";"Total";"23,00"
"3204559";"Santa Maria de Jetibá (ES)";"Total";"37,43"
"3204609";"Santa Teresa (ES)";"Total";"56,54"
"3204658";"São Domingos do Norte (ES)";"Total";"44,21"
"3204708";"São Gabriel da Palha (ES)";"Total";"77,70"
"3204807";"São José do Calçado (ES)";"Total";"81,27"
"3204906";"São Mateus (ES)";"Total";"78,50"
"3204955";"São Roque do Canaã (ES)";"Total";"51,42"
"3205002";"Serra (ES)";"Total";"99,49"
"3205010";"Sooretama (ES)";"Total";"70,16"
"3205036";"Vargem Alta (ES)";"Total";"36,78"
"3205069";"Venda Nova do Imigrante (ES)";"Total";"74,90"
"3205101";"Viana (ES)";"Total";"94,27"
"3205150";"Vila Pavão (ES)";"Total";"36,64"
"3205176";"Vila Valério (ES)";"Total";"38,48"
"3205200";"Vila Velha (ES)";"Total";"99,63"
"3205309";"Vitória (ES)";"Total";"100,00"
"3300100";"Angra dos Reis (RJ)";"Total";"96,53"
"3300159";"Aperibé (RJ)";"Total";"86,70"
"3300209";"Araruama (RJ)";"Total";"95,71"
"3300225";"Areal (RJ)";"Total";"87,34"
"3300233";"Armação dos Búzios (RJ)";"Total";"100,00"
"3300258";"Arraial do Cabo (RJ)";"Total";"100,00"
"3300308";"Barra do Piraí (RJ)";"Total";"97,15"
"3300407";"Barra Mansa (RJ)";"Total";"99,10"
"3300456";"Belford Roxo (RJ)";"Total";"100,00"
"3300506";"Bom Jardim (RJ)";"Total";"60,97"
"3300605";"Bom Jesus do Itabapoana (RJ)";"Total";"85,74"
"3300704";"Cabo Frio (RJ)";"Total";"76,44"
"3300803";"Cachoeiras de Macacu (RJ)";"Total";"86,91"
"3300902";"Cambuci (RJ)";"Total";"76,61"
"3300936";"Carapebus (RJ)";"Total";"79,04"
"3300951";"Comendador Levy Gasparian (RJ)";"Total";"96,10"
"3301009";"Campos dos Goytacazes (RJ)";"Total";"90,37"
"3301108";"Cantagalo (RJ)";"Total";"72,10"
"3301157";"Cardoso Moreira (RJ)";"Total";"71,32"
"3301207";"Carmo (RJ)";"Total";"77,93"
"3301306";"Casimiro de Abreu (RJ)";"Total";"80,70"
"3301405";"Conceição de Macabu (RJ)";"Total";"87,21"
"3301504";"Cordeiro (RJ)";"Total";"97,32"
"3301603";"Duas Barras (RJ)";"Total";"70,80"
"3301702";"Duque de Caxias (RJ)";"Total";"99,66"
"3301801";"Engenheiro Paulo de Frontin (RJ)";"Total";"72,80"
"3301850";"Guapimirim (RJ)";"Total";"96,71"
"3301876";"Iguaba Grande (RJ)";"Total";"100,00"
"3301900";"Itaboraí (RJ)";"Total";"98,84"
"3302007";"Itaguaí (RJ)";"Total";"95,51"
"3302056";"Italva (RJ)";"Total";"73,36"
"3302106";"Itaocara (RJ)";"Total";"76,42"
"3302205";"Itaperuna (RJ)";"Total";"92,35"
"3302254";"Itatiaia (RJ)";"Total";"96,97"
"3302270";"Japeri (RJ)";"Total";"100,00"
"3302304";"Laje do Muriaé (RJ)";"Total";"75,28"
"3302403";"Macaé (RJ)";"Total";"98,07"
"3302452";"Macuco (RJ)";"Total";"88,44"
"3302502";"Magé (RJ)";"Total";"94,79"
"3302601";"Mangaratiba (RJ)";"Total";"88,58"
"3302700";"Maricá (RJ)";"Total";"98,55"
"3302809";"Mendes (RJ)";"Total";"98,82"
"3302858";"Mesquita (RJ)";"Total";"100,00"
"3302908";"Miguel Pereira (RJ)";"Total";"88,30"
"3303005";"Miracema (RJ)";"Total";"92,44"
"3303104";"Natividade (RJ)";"Total";"80,74"
"3303203";"Nilópolis (RJ)";"Total";"100,00"
"3303302";"Niterói (RJ)";"Total";"100,00"
"3303401";"Nova Friburgo (RJ)";"Total";"88,03"
"3303500";"Nova Iguaçu (RJ)";"Total";"98,94"
"3303609";"Paracambi (RJ)";"Total";"87,66"
"3303708";"Paraíba do Sul (RJ)";"Total";"88,89"
"3303807";"Paraty (RJ)";"Total";"75,81"
"3303856";"Paty do Alferes (RJ)";"Total";"72,11"
"3303906";"Petrópolis (RJ)";"Total";"95,26"
"3303955";"Pinheiral (RJ)";"Total";"90,42"
"3304003";"Piraí (RJ)";"Total";"80,47"
"3304102";"Porciúncula (RJ)";"Total";"80,11"
"3304110";"Porto Real (RJ)";"Total";"99,46"
"3304128";"Quatis (RJ)";"Total";"94,14"
"3304144";"Queimados (RJ)";"Total";"100,00"
"3304151";"Quissamã (RJ)";"Total";"64,61"
"3304201";"Resende (RJ)";"Total";"93,95"
"3304300";"Rio Bonito (RJ)";"Total";"76,54"
"3304409";"Rio Claro (RJ)";"Total";"79,65"
"3304508";"Rio das Flores (RJ)";"Total";"71,86"
"3304524";"Rio das Ostras (RJ)";"Total";"94,94"
"3304557";"Rio de Janeiro (RJ)";"Total";"100,00"
"3304607";"Santa Maria Madalena (RJ)";"Total";"58,69"
"3304706";"Santo Antônio de Pádua (RJ)";"Total";"77,74"
"3304755";"São Francisco de Itabapoana (RJ)";"Total";"51,09"
"3304805";"São Fidélis (RJ)";"Total";"78,97"
"3304904";"São Gonçalo (RJ)";"Total";"99,92"
"3305000";"São João da Barra (RJ)";"Total";"77,60"
"3305109";"São João de Meriti (RJ)";"Total";"100,00"
"3305133";"São José de Ubá (RJ)";"Total";"44,68"
"3305158";"São José do Vale do Rio Preto (RJ)";"Total";"45,72"
"3305208";"São Pedro da Aldeia (RJ)";"Total";"93,81"
"3305307";"São Sebastião do Alto (RJ)";"Total";"53,03"
"3305406";"Sapucaia (RJ)";"Total";"76,22"
"3305505";"Saquarema (RJ)";"Total";"94,95"
"3305554";"Seropédica (RJ)";"Total";"82,95"
"3305604";"Silva Jardim (RJ)";"Total";"75,42"
"3305703";"Sumidouro (RJ)";"Total";"37,69"
"3305752";"Tanguá (RJ)";"Total";"89,06"
"3305802";"Teresópolis (RJ)";"Total";"89,88"
"3305901";"Trajano de Moraes (RJ)";"Total";"46,85"
"3306008";"Três Rios (RJ)";"Total";"97,26"
"3306107";"Valença (RJ)";"Total";"86,97"
"3306156";"Varre-Sai (RJ)";"Total";"63,74"
"3306206";"Vassouras (RJ)";"Total";"69,96"
"3306305";"Volta Redonda (RJ)";"Total";"99,95"
"3500105";"Adamantina (SP)";"Total";"95,05"
"3500204";"Adolfo (SP)";"Total";"90,08"
"3500303";"Aguaí (SP)";"Total";"90,61"
"3500402";"Águas da Prata (SP)";"Total";"90,06"
"3500501";"Águas de Lindóia (SP)";"Total";"99,05"
"3500550";"Águas de Santa Bárbara (SP)";"Total";"76,54"
"3500600";"Águas de São Pedro (SP)";"Total";"100,00"
"3500709";"Agudos (SP)";"Total";"96,08"
"3500758";"Alambari (SP)";"Total";"74,36"
"3500808";"Alfredo Marcondes (SP)";"Total";"83,98"
"3500907";"Altair (SP)";"Total";"79,80"
"3501004";"Altinópolis (SP)";"Total";"88,16"
"3501103";"Alto Alegre (SP)";"Total";"79,71"
"3501152";"Alumínio (SP)";"Total";"83,77"
"3501202";"Álvares Florence (SP)";"Total";"68,42"
"3501301";"Álvares Machado (SP)";"Total";"89,45"
"3501400";"Álvaro de Carvalho (SP)";"Total";"89,82"
"3501509";"Alvinlândia (SP)";"Total";"90,33"
"3501608";"Americana (SP)";"Total";"99,61"
"3501707";"Américo Brasiliense (SP)";"Total";"99,23"
"3501806";"Américo de Campos (SP)";"Total";"84,62"
"3501905";"Amparo (SP)";"Total";"80,27"
"3502002";"Analândia (SP)";"Total";"80,20"
"3502101";"Andradina (SP)";"Total";"93,33"
"3502200";"Angatuba (SP)";"Total";"71,79"
"3502309";"Anhembi (SP)";"Total";"75,00"
"3502408";"Anhumas (SP)";"Total";"82,41"
"3502507";"Aparecida (SP)";"Total";"98,42"
"3502606";"Aparecida d'Oeste (SP)";"Total";"83,32"
"3502705";"Apiaí (SP)";"Total";"72,91"
"3502754";"Araçariguama (SP)";"Total";"100,00"
"3502804";"Araçatuba (SP)";"Total";"98,23"
"3502903";"Araçoiaba da Serra (SP)";"Total";"68,53"
"3503000";"Aramina (SP)";"Total";"93,21"
"3503109";"Arandu (SP)";"Total";"75,67"
"3503158";"Arapeí (SP)";"Total";"76,38"
"3503208";"Araraquara (SP)";"Total";"97,50"
"3503307";"Araras (SP)";"Total";"94,91"
"3503356";"Arco-Íris (SP)";"Total";"58,48"
"3503406";"Arealva (SP)";"Total";"79,26"
"3503505";"Areias (SP)";"Total";"67,10"
"3503604";"Areiópolis (SP)";"Total";"89,56"
"3503703";"Ariranha (SP)";"Total";"94,95"
"3503802";"Artur Nogueira (SP)";"Total";"90,38"
"3503901";"Arujá (SP)";"Total";"96,14"
"3503950";"Aspásia (SP)";"Total";"70,58"
"3504008";"Assis (SP)";"Total";"97,47"
"3504107";"Atibaia (SP)";"Total";"91,53"
"3504206";"Auriflama (SP)";"Total";"91,40"
"3504305";"Avaí (SP)";"Total";"69,27"
"3504404";"Avanhandava (SP)";"Total";"94,46"
"3504503";"Avaré (SP)";"Total";"95,77"
"3504602";"Bady Bassitt (SP)";"Total";"93,29"
"3504701";"Balbinos (SP)";"Total";"86,84"
"3504800";"Bálsamo (SP)";"Total";"92,05"
"3504909";"Bananal (SP)";"Total";"80,38"
"3505005";"Barão de Antonina (SP)";"Total";"63,12"
"3505104";"Barbosa (SP)";"Total";"87,27"
"3505203";"Bariri (SP)";"Total";"95,09"
"3505302";"Barra Bonita (SP)";"Total";"98,00"
"3505351";"Barra do Chapéu (SP)";"Total";"30,36"
"3505401";"Barra do Turvo (SP)";"Total";"40,68"
"3505500";"Barretos (SP)";"Total";"96,80"
"3505609";"Barrinha (SP)";"Total";"98,80"
"3505708";"Barueri (SP)";"Total";"100,00"
"3505807";"Bastos (SP)";"Total";"87,12"
"3505906";"Batatais (SP)";"Total";"88,90"
"3506003";"Bauru (SP)";"Total";"99,29"
"3506102";"Bebedouro (SP)";"Total";"95,47"
"3506201";"Bento de Abreu (SP)";"Total";"91,42"
"3506300";"Bernardino de Campos (SP)";"Total";"90,29"
"3506359";"Bertioga (SP)";"Total";"98,40"
"3506409";"Bilac (SP)";"Total";"92,35"
"3506508";"Birigui (SP)";"Total";"97,29"
"3506607";"Biritiba Mirim (SP)";"Total";"85,76"
"3506706";"Boa Esperança do Sul (SP)";"Total";"88,94"
"3506805";"Bocaina (SP)";"Total";"92,18"
"3506904";"Bofete (SP)";"Total";"62,48"
"3507001";"Boituva (SP)";"Total";"94,37"
"3507100";"Bom Jesus dos Perdões (SP)";"Total";"88,23"
"3507159";"Bom Sucesso de Itararé (SP)";"Total";"67,91"
"3507209";"Borá (SP)";"Total";"78,24"
"3507308";"Boracéia (SP)";"Total";"90,21"
"3507407";"Borborema (SP)";"Total";"90,32"
"3507456";"Borebi (SP)";"Total";"87,45"
"3507506";"Botucatu (SP)";"Total";"96,58"
"3507605";"Bragança Paulista (SP)";"Total";"97,05"
"3507704";"Braúna (SP)";"Total";"87,66"
"3507753";"Brejo Alegre (SP)";"Total";"84,46"
"3507803";"Brodowski (SP)";"Total";"97,73"
"3507902";"Brotas (SP)";"Total";"87,86"
"3508009";"Buri (SP)";"Total";"80,73"
"3508108";"Buritama (SP)";"Total";"93,89"
"3508207";"Buritizal (SP)";"Total";"81,79"
"3508306";"Cabrália Paulista (SP)";"Total";"87,10"
"3508405";"Cabreúva (SP)";"Total";"85,58"
"3508504";"Caçapava (SP)";"Total";"85,97"
"3508603";"Cachoeira Paulista (SP)";"Total";"81,77"
"3508702";"Caconde (SP)";"Total";"68,39"
"3508801";"Cafelândia (SP)";"Total";"87,23"
"3508900";"Caiabu (SP)";"Total";"81,58"
"3509007";"Caieiras (SP)";"Total";"97,73"
"3509106";"Caiuá (SP)";"Total";"41,18"
"3509205";"Cajamar (SP)";"Total";"98,05"
"3509254";"Cajati (SP)";"Total";"73,35"
"3509304";"Cajobi (SP)";"Total";"93,75"
"3509403";"Cajuru (SP)";"Total";"88,88"
"3509452";"Campina do Monte Alegre (SP)";"Total";"85,34"
"3509502";"Campinas (SP)";"Total";"98,49"
"3509601";"Campo Limpo Paulista (SP)";"Total";"100,00"
"3509700";"Campos do Jordão (SP)";"Total";"99,42"
"3509809";"Campos Novos Paulista (SP)";"Total";"78,59"
"3509908";"Cananéia (SP)";"Total";"86,26"
"3509957";"Canas (SP)";"Total";"93,53"
"3510005";"Cândido Mota (SP)";"Total";"93,66"
"3510104";"Cândido Rodrigues (SP)";"Total";"82,60"
"3510153";"Canitar (SP)";"Total";"94,09"
"3510203";"Capão Bonito (SP)";"Total";"81,27"
"3510302";"Capela do Alto (SP)";"Total";"81,72"
"3510401";"Capivari (SP)";"Total";"95,34"
"3510500";"Caraguatatuba (SP)";"Total";"96,12"
"3510609";"Carapicuíba (SP)";"Total";"100,00"
"3510708";"Cardoso (SP)";"Total";"91,17"
"3510807";"Casa Branca (SP)";"Total";"89,10"
"3510906";"Cássia dos Coqueiros (SP)";"Total";"68,58"
"3511003";"Castilho (SP)";"Total";"78,42"
"3511102";"Catanduva (SP)";"Total";"99,33"
"3511201";"Catiguá (SP)";"Total";"93,12"
"3511300";"Cedral (SP)";"Total";"80,57"
"3511409";"Cerqueira César (SP)";"Total";"90,31"
"3511508";"Cerquilho (SP)";"Total";"95,09"
"3511607";"Cesário Lange (SP)";"Total";"71,25"
"3511706";"Charqueada (SP)";"Total";"90,44"
"3511904";"Clementina (SP)";"Total";"95,51"
"3512001";"Colina (SP)";"Total";"93,43"
"3512100";"Colômbia (SP)";"Total";"71,63"
"3512209";"Conchal (SP)";"Total";"94,70"
"3512308";"Conchas (SP)";"Total";"81,53"
