"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"3512407";"Cordeirópolis (SP)";"Total";"90,21"
"3512506";"Coroados (SP)";"Total";"81,85"
"3512605";"Coronel Macedo (SP)";"Total";"77,75"
"3512704";"Corumbataí (SP)";"Total";"55,73"
"3512803";"Cosmópolis (SP)";"Total";"93,52"
"3512902";"Cosmorama (SP)";"Total";"68,46"
"3513009";"Cotia (SP)";"Total";"100,00"
"3513108";"Cravinhos (SP)";"Total";"97,38"
"3513207";"Cristais Paulista (SP)";"Total";"72,66"
"3513306";"Cruzália (SP)";"Total";"68,29"
"3513405";"Cruzeiro (SP)";"Total";"97,45"
"3513504";"Cubatão (SP)";"Total";"100,00"
"3513603";"Cunha (SP)";"Total";"56,10"
"3513702";"Descalvado (SP)";"Total";"90,13"
"3513801";"Diadema (SP)";"Total";"100,00"
"3513850";"Dirce Reis (SP)";"Total";"77,42"
"3513900";"Divinolândia (SP)";"Total";"69,16"
"3514007";"Dobrada (SP)";"Total";"98,06"
"3514106";"Dois Córregos (SP)";"Total";"95,03"
"3514205";"Dolcinópolis (SP)";"Total";"93,83"
"3514304";"Dourado (SP)";"Total";"91,68"
"3514403";"Dracena (SP)";"Total";"94,88"
"3514502";"Duartina (SP)";"Total";"89,67"
"3514601";"Dumont (SP)";"Total";"96,35"
"3514700";"Echaporã (SP)";"Total";"79,88"
"3514809";"Eldorado (SP)";"Total";"51,74"
"3514908";"Elias Fausto (SP)";"Total";"81,48"
"3514924";"Elisiário (SP)";"Total";"91,55"
"3514957";"Embaúba (SP)";"Total";"86,02"
"3515004";"Embu das Artes (SP)";"Total";"100,00"
"3515103";"Embu-Guaçu (SP)";"Total";"97,21"
"3515129";"Emilianópolis (SP)";"Total";"83,96"
"3515152";"Engenheiro Coelho (SP)";"Total";"71,39"
"3515186";"Espírito Santo do Pinhal (SP)";"Total";"90,03"
"3515194";"Espírito Santo do Turvo (SP)";"Total";"85,57"
"3515202";"Estrela d'Oeste (SP)";"Total";"83,49"
"3515301";"Estrela do Norte (SP)";"Total";"77,47"
"3515350";"Euclides da Cunha Paulista (SP)";"Total";"65,78"
"3515400";"Fartura (SP)";"Total";"80,23"
"3515509";"Fernandópolis (SP)";"Total";"96,89"
"3515608";"Fernando Prestes (SP)";"Total";"86,18"
"3515657";"Fernão (SP)";"Total";"54,47"
"3515707";"Ferraz de Vasconcelos (SP)";"Total";"95,79"
"3515806";"Flora Rica (SP)";"Total";"81,99"
"3515905";"Floreal (SP)";"Total";"82,29"
"3516002";"Flórida Paulista (SP)";"Total";"87,74"
"3516101";"Florínea (SP)";"Total";"89,28"
"3516200";"Franca (SP)";"Total";"98,30"
"3516309";"Francisco Morato (SP)";"Total";"99,81"
"3516408";"Franco da Rocha (SP)";"Total";"97,79"
"3516507";"Gabriel Monteiro (SP)";"Total";"85,22"
"3516606";"Gália (SP)";"Total";"77,36"
"3516705";"Garça (SP)";"Total";"91,53"
"3516804";"Gastão Vidigal (SP)";"Total";"89,03"
"3516853";"Gavião Peixoto (SP)";"Total";"82,22"
"3516903";"General Salgado (SP)";"Total";"84,81"
"3517000";"Getulina (SP)";"Total";"86,99"
"3517109";"Glicério (SP)";"Total";"74,17"
"3517208";"Guaiçara (SP)";"Total";"90,47"
"3517307";"Guaimbê (SP)";"Total";"87,23"
"3517406";"Guaíra (SP)";"Total";"96,04"
"3517505";"Guapiaçu (SP)";"Total";"88,26"
"3517604";"Guapiara (SP)";"Total";"40,77"
"3517703";"Guará (SP)";"Total";"96,89"
"3517802";"Guaraçaí (SP)";"Total";"79,59"
"3517901";"Guaraci (SP)";"Total";"90,06"
"3518008";"Guarani d'Oeste (SP)";"Total";"88,51"
"3518107";"Guarantã (SP)";"Total";"85,86"
"3518206";"Guararapes (SP)";"Total";"92,88"
"3518305";"Guararema (SP)";"Total";"85,60"
"3518404";"Guaratinguetá (SP)";"Total";"95,30"
"3518503";"Guareí (SP)";"Total";"70,43"
"3518602";"Guariba (SP)";"Total";"97,95"
"3518701";"Guarujá (SP)";"Total";"99,98"
"3518800";"Guarulhos (SP)";"Total";"100,00"
"3518859";"Guatapará (SP)";"Total";"73,73"
"3518909";"Guzolândia (SP)";"Total";"85,34"
"3519006";"Herculândia (SP)";"Total";"91,31"
"3519055";"Holambra (SP)";"Total";"73,60"
"3519071";"Hortolândia (SP)";"Total";"100,00"
"3519105";"Iacanga (SP)";"Total";"88,95"
"3519204";"Iacri (SP)";"Total";"79,10"
"3519253";"Iaras (SP)";"Total";"62,59"
"3519303";"Ibaté (SP)";"Total";"96,33"
"3519402";"Ibirá (SP)";"Total";"92,45"
"3519501";"Ibirarema (SP)";"Total";"92,42"
"3519600";"Ibitinga (SP)";"Total";"95,77"
"3519709";"Ibiúna (SP)";"Total";"34,93"
"3519808";"Icém (SP)";"Total";"85,82"
"3519907";"Iepê (SP)";"Total";"89,13"
"3520004";"Igaraçu do Tietê (SP)";"Total";"99,43"
"3520103";"Igarapava (SP)";"Total";"94,48"
"3520202";"Igaratá (SP)";"Total";"79,49"
"3520301";"Iguape (SP)";"Total";"86,48"
"3520400";"Ilhabela (SP)";"Total";"99,35"
"3520426";"Ilha Comprida (SP)";"Total";"100,00"
"3520442";"Ilha Solteira (SP)";"Total";"94,11"
"3520509";"Indaiatuba (SP)";"Total";"99,08"
"3520608";"Indiana (SP)";"Total";"85,89"
"3520707";"Indiaporã (SP)";"Total";"88,32"
"3520806";"Inúbia Paulista (SP)";"Total";"87,85"
"3520905";"Ipaussu (SP)";"Total";"94,48"
"3521002";"Iperó (SP)";"Total";"66,23"
"3521101";"Ipeúna (SP)";"Total";"87,57"
"3521150";"Ipiguá (SP)";"Total";"60,57"
"3521200";"Iporanga (SP)";"Total";"56,66"
"3521309";"Ipuã (SP)";"Total";"96,16"
"3521408";"Iracemápolis (SP)";"Total";"98,20"
"3521507";"Irapuã (SP)";"Total";"89,37"
"3521606";"Irapuru (SP)";"Total";"85,68"
"3521705";"Itaberá (SP)";"Total";"67,93"
"3521804";"Itaí (SP)";"Total";"83,81"
"3521903";"Itajobi (SP)";"Total";"84,85"
"3522000";"Itaju (SP)";"Total";"72,48"
"3522109";"Itanhaém (SP)";"Total";"99,03"
"3522158";"Itaoca (SP)";"Total";"55,90"
"3522208";"Itapecerica da Serra (SP)";"Total";"99,06"
"3522307";"Itapetininga (SP)";"Total";"92,73"
"3522406";"Itapeva (SP)";"Total";"84,89"
"3522505";"Itapevi (SP)";"Total";"100,00"
"3522604";"Itapira (SP)";"Total";"93,19"
"3522653";"Itapirapuã Paulista (SP)";"Total";"48,75"
"3522703";"Itápolis (SP)";"Total";"91,04"
"3522802";"Itaporanga (SP)";"Total";"75,90"
"3522901";"Itapuí (SP)";"Total";"96,12"
"3523008";"Itapura (SP)";"Total";"80,44"
"3523107";"Itaquaquecetuba (SP)";"Total";"100,00"
"3523206";"Itararé (SP)";"Total";"92,19"
"3523305";"Itariri (SP)";"Total";"64,78"
"3523404";"Itatiba (SP)";"Total";"84,77"
"3523503";"Itatinga (SP)";"Total";"90,60"
"3523602";"Itirapina (SP)";"Total";"88,55"
"3523701";"Itirapuã (SP)";"Total";"83,18"
"3523800";"Itobi (SP)";"Total";"90,43"
"3523909";"Itu (SP)";"Total";"93,82"
"3524006";"Itupeva (SP)";"Total";"87,40"
"3524105";"Ituverava (SP)";"Total";"94,22"
"3524204";"Jaborandi (SP)";"Total";"93,48"
"3524303";"Jaboticabal (SP)";"Total";"97,26"
"3524402";"Jacareí (SP)";"Total";"98,62"
"3524501";"Jaci (SP)";"Total";"87,07"
"3524600";"Jacupiranga (SP)";"Total";"56,97"
"3524709";"Jaguariúna (SP)";"Total";"97,32"
"3524808";"Jales (SP)";"Total";"94,25"
"3524907";"Jambeiro (SP)";"Total";"48,06"
"3525003";"Jandira (SP)";"Total";"100,00"
"3525102";"Jardinópolis (SP)";"Total";"95,81"
"3525201";"Jarinu (SP)";"Total";"77,64"
"3525300";"Jaú (SP)";"Total";"97,26"
"3525409";"Jeriquara (SP)";"Total";"82,47"
"3525508";"Joanópolis (SP)";"Total";"100,00"
"3525607";"João Ramalho (SP)";"Total";"86,01"
"3525706";"José Bonifácio (SP)";"Total";"90,63"
"3525805";"Júlio Mesquita (SP)";"Total";"95,34"
"3525854";"Jumirim (SP)";"Total";"59,48"
"3525904";"Jundiaí (SP)";"Total";"96,03"
"3526001";"Junqueirópolis (SP)";"Total";"88,56"
"3526100";"Juquiá (SP)";"Total";"62,94"
"3526209";"Juquitiba (SP)";"Total";"76,13"
"3526308";"Lagoinha (SP)";"Total";"63,89"
"3526407";"Laranjal Paulista (SP)";"Total";"89,27"
"3526506";"Lavínia (SP)";"Total";"84,48"
"3526605";"Lavrinhas (SP)";"Total";"91,93"
"3526704";"Leme (SP)";"Total";"97,98"
"3526803";"Lençóis Paulista (SP)";"Total";"97,58"
"3526902";"Limeira (SP)";"Total";"96,95"
"3527009";"Lindóia (SP)";"Total";"100,00"
"3527108";"Lins (SP)";"Total";"98,84"
"3527207";"Lorena (SP)";"Total";"97,32"
"3527256";"Lourdes (SP)";"Total";"83,45"
"3527306";"Louveira (SP)";"Total";"96,52"
"3527405";"Lucélia (SP)";"Total";"92,94"
"3527504";"Lucianópolis (SP)";"Total";"80,14"
"3527603";"Luís Antônio (SP)";"Total";"96,73"
"3527702";"Luiziânia (SP)";"Total";"91,34"
"3527801";"Lupércio (SP)";"Total";"89,83"
"3527900";"Lutécia (SP)";"Total";"80,43"
"3528007";"Macatuba (SP)";"Total";"96,86"
"3528106";"Macaubal (SP)";"Total";"89,09"
"3528205";"Macedônia (SP)";"Total";"77,45"
"3528304";"Magda (SP)";"Total";"84,64"
"3528403";"Mairinque (SP)";"Total";"80,05"
"3528502";"Mairiporã (SP)";"Total";"88,78"
"3528601";"Manduri (SP)";"Total";"86,98"
"3528700";"Marabá Paulista (SP)";"Total";"60,44"
"3528809";"Maracaí (SP)";"Total";"90,30"
"3528858";"Marapoama (SP)";"Total";"84,81"
"3528908";"Mariápolis (SP)";"Total";"80,88"
"3529005";"Marília (SP)";"Total";"95,69"
"3529104";"Marinópolis (SP)";"Total";"80,58"
"3529203";"Martinópolis (SP)";"Total";"89,01"
"3529302";"Matão (SP)";"Total";"98,26"
"3529401";"Mauá (SP)";"Total";"100,00"
"3529500";"Mendonça (SP)";"Total";"82,51"
"3529609";"Meridiano (SP)";"Total";"70,44"
"3529658";"Mesópolis (SP)";"Total";"78,09"
"3529708";"Miguelópolis (SP)";"Total";"94,30"
"3529807";"Mineiros do Tietê (SP)";"Total";"95,21"
"3529906";"Miracatu (SP)";"Total";"52,08"
"3530003";"Mira Estrela (SP)";"Total";"69,47"
"3530102";"Mirandópolis (SP)";"Total";"88,35"
"3530201";"Mirante do Paranapanema (SP)";"Total";"61,14"
"3530300";"Mirassol (SP)";"Total";"97,61"
"3530409";"Mirassolândia (SP)";"Total";"82,02"
"3530508";"Mococa (SP)";"Total";"92,69"
"3530607";"Mogi das Cruzes (SP)";"Total";"92,64"
"3530706";"Mogi Guaçu (SP)";"Total";"95,27"
"3530805";"Mogi Mirim (SP)";"Total";"94,15"
"3530904";"Mombuca (SP)";"Total";"81,72"
"3531001";"Monções (SP)";"Total";"86,63"
"3531100";"Mongaguá (SP)";"Total";"99,48"
"3531209";"Monte Alegre do Sul (SP)";"Total";"58,88"
"3531308";"Monte Alto (SP)";"Total";"95,75"
"3531407";"Monte Aprazível (SP)";"Total";"91,06"
"3531506";"Monte Azul Paulista (SP)";"Total";"93,89"
"3531605";"Monte Castelo (SP)";"Total";"80,30"
"3531704";"Monteiro Lobato (SP)";"Total";"41,50"
"3531803";"Monte Mor (SP)";"Total";"94,01"
"3531902";"Morro Agudo (SP)";"Total";"95,64"
"3532009";"Morungaba (SP)";"Total";"85,93"
"3532058";"Motuca (SP)";"Total";"72,00"
"3532108";"Murutinga do Sul (SP)";"Total";"64,07"
"3532157";"Nantes (SP)";"Total";"88,88"
"3532207";"Narandiba (SP)";"Total";"72,75"
"3532306";"Natividade da Serra (SP)";"Total";"42,00"
"3532405";"Nazaré Paulista (SP)";"Total";"84,68"
"3532504";"Neves Paulista (SP)";"Total";"90,51"
"3532603";"Nhandeara (SP)";"Total";"82,76"
"3532702";"Nipoã (SP)";"Total";"88,69"
"3532801";"Nova Aliança (SP)";"Total";"83,42"
"3532827";"Nova Campina (SP)";"Total";"66,56"
"3532843";"Nova Canaã Paulista (SP)";"Total";"42,15"
"3532868";"Nova Castilho (SP)";"Total";"68,68"
"3532900";"Nova Europa (SP)";"Total";"93,30"
"3533007";"Nova Granada (SP)";"Total";"92,68"
"3533106";"Nova Guataporanga (SP)";"Total";"86,84"
"3533205";"Nova Independência (SP)";"Total";"81,21"
"3533254";"Novais (SP)";"Total";"90,30"
"3533304";"Nova Luzitânia (SP)";"Total";"89,78"
"3533403";"Nova Odessa (SP)";"Total";"98,41"
"3533502";"Novo Horizonte (SP)";"Total";"93,07"
"3533601";"Nuporanga (SP)";"Total";"90,69"
"3533700";"Ocauçu (SP)";"Total";"80,16"
"3533809";"Óleo (SP)";"Total";"65,31"
"3533908";"Olímpia (SP)";"Total";"94,48"
"3534005";"Onda Verde (SP)";"Total";"79,01"
"3534104";"Oriente (SP)";"Total";"93,25"
"3534203";"Orindiúva (SP)";"Total";"91,43"
"3534302";"Orlândia (SP)";"Total";"97,34"
"3534401";"Osasco (SP)";"Total";"100,00"
"3534500";"Oscar Bressane (SP)";"Total";"82,45"
"3534609";"Osvaldo Cruz (SP)";"Total";"93,77"
"3534708";"Ourinhos (SP)";"Total";"97,69"
"3534757";"Ouroeste (SP)";"Total";"91,01"
"3534807";"Ouro Verde (SP)";"Total";"92,42"
"3534906";"Pacaembu (SP)";"Total";"89,63"
"3535002";"Palestina (SP)";"Total";"84,20"
"3535101";"Palmares Paulista (SP)";"Total";"97,29"
"3535200";"Palmeira d'Oeste (SP)";"Total";"76,83"
"3535309";"Palmital (SP)";"Total";"91,92"
"3535408";"Panorama (SP)";"Total";"97,15"
"3535507";"Paraguaçu Paulista (SP)";"Total";"93,03"
"3535606";"Paraibuna (SP)";"Total";"30,24"
"3535705";"Paraíso (SP)";"Total";"88,41"
"3535804";"Paranapanema (SP)";"Total";"81,77"
"3535903";"Paranapuã (SP)";"Total";"89,12"
"3536000";"Parapuã (SP)";"Total";"82,89"
"3536109";"Pardinho (SP)";"Total";"80,40"
"3536208";"Pariquera-Açu (SP)";"Total";"70,99"
"3536257";"Parisi (SP)";"Total";"82,84"
"3536307";"Patrocínio Paulista (SP)";"Total";"80,72"
"3536406";"Paulicéia (SP)";"Total";"84,03"
"3536505";"Paulínia (SP)";"Total";"99,91"
"3536570";"Paulistânia (SP)";"Total";"68,10"
"3536604";"Paulo de Faria (SP)";"Total";"90,30"
"3536703";"Pederneiras (SP)";"Total";"92,97"
"3536802";"Pedra Bela (SP)";"Total";"25,72"
"3536901";"Pedranópolis (SP)";"Total";"63,31"
"3537008";"Pedregulho (SP)";"Total";"74,44"
"3537107";"Pedreira (SP)";"Total";"99,18"
"3537156";"Pedrinhas Paulista (SP)";"Total";"85,68"
"3537206";"Pedro de Toledo (SP)";"Total";"69,25"
"3537305";"Penápolis (SP)";"Total";"95,69"
"3537404";"Pereira Barreto (SP)";"Total";"93,53"
"3537503";"Pereiras (SP)";"Total";"67,34"
"3537602";"Peruíbe (SP)";"Total";"98,72"
"3537701";"Piacatu (SP)";"Total";"90,12"
"3537800";"Piedade (SP)";"Total";"46,32"
"3537909";"Pilar do Sul (SP)";"Total";"78,58"
"3538006";"Pindamonhangaba (SP)";"Total";"96,30"
"3538105";"Pindorama (SP)";"Total";"94,94"
"3538204";"Pinhalzinho (SP)";"Total";"49,95"
"3538303";"Piquerobi (SP)";"Total";"75,79"
"3538501";"Piquete (SP)";"Total";"93,58"
"3538600";"Piracaia (SP)";"Total";"100,00"
"3538709";"Piracicaba (SP)";"Total";"97,99"
"3538808";"Piraju (SP)";"Total";"90,62"
"3538907";"Pirajuí (SP)";"Total";"92,54"
"3539004";"Pirangi (SP)";"Total";"89,87"
"3539103";"Pirapora do Bom Jesus (SP)";"Total";"100,00"
"3539202";"Pirapozinho (SP)";"Total";"95,31"
"3539301";"Pirassununga (SP)";"Total";"91,92"
"3539400";"Piratininga (SP)";"Total";"86,85"
"3539509";"Pitangueiras (SP)";"Total";"96,48"
"3539608";"Planalto (SP)";"Total";"86,01"
"3539707";"Platina (SP)";"Total";"79,00"
"3539806";"Poá (SP)";"Total";"98,47"
"3539905";"Poloni (SP)";"Total";"90,25"
"3540002";"Pompéia (SP)";"Total";"93,40"
"3540101";"Pongaí (SP)";"Total";"84,97"
"3540200";"Pontal (SP)";"Total";"98,15"
"3540259";"Pontalinda (SP)";"Total";"82,80"
"3540309";"Pontes Gestal (SP)";"Total";"85,44"
"3540408";"Populina (SP)";"Total";"81,21"
"3540507";"Porangaba (SP)";"Total";"48,43"
"3540606";"Porto Feliz (SP)";"Total";"84,57"
"3540705";"Porto Ferreira (SP)";"Total";"98,16"
"3540754";"Potim (SP)";"Total";"87,99"
"3540804";"Potirendaba (SP)";"Total";"89,83"
"3540853";"Pracinha (SP)";"Total";"89,22"
"3540903";"Pradópolis (SP)";"Total";"92,76"
"3541000";"Praia Grande (SP)";"Total";"100,00"
"3541059";"Pratânia (SP)";"Total";"75,91"
"3541109";"Presidente Alves (SP)";"Total";"84,71"
"3541208";"Presidente Bernardes (SP)";"Total";"78,73"
"3541307";"Presidente Epitácio (SP)";"Total";"93,42"
"3541406";"Presidente Prudente (SP)";"Total";"98,55"
"3541505";"Presidente Venceslau (SP)";"Total";"95,37"
"3541604";"Promissão (SP)";"Total";"85,63"
"3541653";"Quadra (SP)";"Total";"27,34"
"3541703";"Quatá (SP)";"Total";"93,82"
"3541802";"Queiroz (SP)";"Total";"85,21"
"3541901";"Queluz (SP)";"Total";"85,12"
"3542008";"Quintana (SP)";"Total";"91,99"
"3542107";"Rafard (SP)";"Total";"89,63"
"3542206";"Rancharia (SP)";"Total";"90,41"
"3542305";"Redenção da Serra (SP)";"Total";"55,87"
"3542404";"Regente Feijó (SP)";"Total";"92,42"
"3542503";"Reginópolis (SP)";"Total";"83,67"
"3542602";"Registro (SP)";"Total";"89,07"
"3542701";"Restinga (SP)";"Total";"78,04"
"3542800";"Ribeira (SP)";"Total";"37,23"
"3542909";"Ribeirão Bonito (SP)";"Total";"92,14"
"3543006";"Ribeirão Branco (SP)";"Total";"51,56"
"3543105";"Ribeirão Corrente (SP)";"Total";"78,54"
"3543204";"Ribeirão do Sul (SP)";"Total";"74,24"
"3543238";"Ribeirão dos Índios (SP)";"Total";"84,58"
"3543253";"Ribeirão Grande (SP)";"Total";"30,88"
"3543303";"Ribeirão Pires (SP)";"Total";"100,00"
"3543402";"Ribeirão Preto (SP)";"Total";"99,75"
"3543501";"Riversul (SP)";"Total";"72,76"
"3543600";"Rifaina (SP)";"Total";"88,46"
"3543709";"Rincão (SP)";"Total";"81,86"
"3543808";"Rinópolis (SP)";"Total";"87,24"
"3543907";"Rio Claro (SP)";"Total";"97,85"
"3544004";"Rio das Pedras (SP)";"Total";"96,80"
"3544103";"Rio Grande da Serra (SP)";"Total";"100,00"
"3544202";"Riolândia (SP)";"Total";"89,54"
"3544251";"Rosana (SP)";"Total";"82,55"
"3544301";"Roseira (SP)";"Total";"95,16"
"3544400";"Rubiácea (SP)";"Total";"57,51"
"3544509";"Rubinéia (SP)";"Total";"82,73"
"3544608";"Sabino (SP)";"Total";"87,46"
"3544707";"Sagres (SP)";"Total";"74,94"
"3544806";"Sales (SP)";"Total";"90,43"
"3544905";"Sales Oliveira (SP)";"Total";"91,06"
"3545001";"Salesópolis (SP)";"Total";"63,44"
"3545100";"Salmourão (SP)";"Total";"89,62"
"3545159";"Saltinho (SP)";"Total";"85,27"
"3545209";"Salto (SP)";"Total";"99,34"
"3545308";"Salto de Pirapora (SP)";"Total";"78,81"
"3545407";"Salto Grande (SP)";"Total";"90,69"
"3545506";"Sandovalina (SP)";"Total";"69,97"
"3545605";"Santa Adélia (SP)";"Total";"95,29"
"3545704";"Santa Albertina (SP)";"Total";"85,34"
"3545803";"Santa Bárbara d'Oeste (SP)";"Total";"99,28"
"3546009";"Santa Branca (SP)";"Total";"87,07"
"3546108";"Santa Clara d'Oeste (SP)";"Total";"75,72"
"3546207";"Santa Cruz da Conceição (SP)";"Total";"69,89"
"3546256";"Santa Cruz da Esperança (SP)";"Total";"67,34"
"3546306";"Santa Cruz das Palmeiras (SP)";"Total";"97,09"
"3546405";"Santa Cruz do Rio Pardo (SP)";"Total";"91,45"
"3546504";"Santa Ernestina (SP)";"Total";"92,93"
"3546603";"Santa Fé do Sul (SP)";"Total";"96,18"
"3546702";"Santa Gertrudes (SP)";"Total";"99,19"
"3546801";"Santa Isabel (SP)";"Total";"78,40"
"3546900";"Santa Lúcia (SP)";"Total";"94,73"
"3547007";"Santa Maria da Serra (SP)";"Total";"87,27"
"3547106";"Santa Mercedes (SP)";"Total";"86,97"
"3547205";"Santana da Ponte Pensa (SP)";"Total";"70,54"
"3547304";"Santana de Parnaíba (SP)";"Total";"100,00"
"3547403";"Santa Rita d'Oeste (SP)";"Total";"70,00"
"3547502";"Santa Rita do Passa Quatro (SP)";"Total";"91,12"
"3547601";"Santa Rosa de Viterbo (SP)";"Total";"95,54"
"3547650";"Santa Salete (SP)";"Total";"58,61"
"3547700";"Santo Anastácio (SP)";"Total";"93,11"
"3547809";"Santo André (SP)";"Total";"100,00"
"3547908";"Santo Antônio da Alegria (SP)";"Total";"75,35"
"3548005";"Santo Antônio de Posse (SP)";"Total";"91,39"
"3548054";"Santo Antônio do Aracanguá (SP)";"Total";"78,10"
"3548104";"Santo Antônio do Jardim (SP)";"Total";"61,42"
"3548203";"Santo Antônio do Pinhal (SP)";"Total";"59,90"
"3548302";"Santo Expedito (SP)";"Total";"88,72"
"3548401";"Santópolis do Aguapeí (SP)";"Total";"96,73"
"3548500";"Santos (SP)";"Total";"99,93"
"3548609";"São Bento do Sapucaí (SP)";"Total";"48,96"
"3548708";"São Bernardo do Campo (SP)";"Total";"98,47"
"3548807";"São Caetano do Sul (SP)";"Total";"100,00"
"3548906";"São Carlos (SP)";"Total";"96,23"
"3549003";"São Francisco (SP)";"Total";"78,42"
"3549102";"São João da Boa Vista (SP)";"Total";"96,34"
"3549201";"São João das Duas Pontes (SP)";"Total";"77,70"
"3549250";"São João de Iracema (SP)";"Total";"82,06"
"3549300";"São João do Pau d'Alho (SP)";"Total";"82,17"
"3549409";"São Joaquim da Barra (SP)";"Total";"98,12"
"3549508";"São José da Bela Vista (SP)";"Total";"87,54"
"3549607";"São José do Barreiro (SP)";"Total";"71,87"
"3549706";"São José do Rio Pardo (SP)";"Total";"89,44"
"3549805";"São José do Rio Preto (SP)";"Total";"94,73"
"3549904";"São José dos Campos (SP)";"Total";"97,96"
"3549953";"São Lourenço da Serra (SP)";"Total";"90,90"
"3550001";"São Luiz do Paraitinga (SP)";"Total";"58,69"
"3550100";"São Manuel (SP)";"Total";"97,53"
"3550209";"São Miguel Arcanjo (SP)";"Total";"68,22"
"3550308";"São Paulo (SP)";"Total";"99,21"
"3550407";"São Pedro (SP)";"Total";"84,06"
"3550506";"São Pedro do Turvo (SP)";"Total";"71,23"
"3550605";"São Roque (SP)";"Total";"91,72"
"3550704";"São Sebastião (SP)";"Total";"98,93"
"3550803";"São Sebastião da Grama (SP)";"Total";"69,12"
"3550902";"São Simão (SP)";"Total";"90,85"
"3551009";"São Vicente (SP)";"Total";"99,80"
"3551108";"Sarapuí (SP)";"Total";"72,82"
"3551207";"Sarutaiá (SP)";"Total";"82,62"
"3551306";"Sebastianópolis do Sul (SP)";"Total";"78,18"
"3551405";"Serra Azul (SP)";"Total";"90,33"
"3551504";"Serrana (SP)";"Total";"98,92"
"3551603";"Serra Negra (SP)";"Total";"88,52"
"3551702";"Sertãozinho (SP)";"Total";"98,89"
"3551801";"Sete Barras (SP)";"Total";"54,57"
"3551900";"Severínia (SP)";"Total";"95,27"
"3552007";"Silveiras (SP)";"Total";"47,43"
"3552106";"Socorro (SP)";"Total";"68,94"
"3552205";"Sorocaba (SP)";"Total";"99,01"
"3552304";"Sud Mennucci (SP)";"Total";"86,28"
"3552403";"Sumaré (SP)";"Total";"98,85"
"3552502";"Suzano (SP)";"Total";"96,53"
"3552551";"Suzanápolis (SP)";"Total";"67,06"
"3552601";"Tabapuã (SP)";"Total";"93,31"
"3552700";"Tabatinga (SP)";"Total";"86,22"
"3552809";"Taboão da Serra (SP)";"Total";"100,00"
"3552908";"Taciba (SP)";"Total";"84,72"
"3553005";"Taguaí (SP)";"Total";"72,22"
"3553104";"Taiaçu (SP)";"Total";"90,52"
"3553203";"Taiúva (SP)";"Total";"92,16"
"3553302";"Tambaú (SP)";"Total";"89,48"
"3553401";"Tanabi (SP)";"Total";"90,10"
"3553500";"Tapiraí (SP)";"Total";"69,85"
"3553609";"Tapiratiba (SP)";"Total";"83,67"
